Date,Tweets
2019-02-15 07:29:38,Coolest plane I’ve ever been in #qatarairways ❤️❤️❤️ https://t.co/gctsexJ6Bd
2019-02-15 07:39:49,"IndiGo faces pilot shortage, cancels 130 flights #IndiGo #PilotCrunch #FlightsCancelled   https://t.co/oN4F2Wgh7f https://t.co/kfXRe7m9Yp"
2019-02-15 07:41:14,#Lufthansa Group Market Conference https://t.co/cRrvG6SVdd
2019-02-15 07:52:22,Never too early for bubbles 🥂🤷🏼‍♀️ #whatsagirltodo #holidaymodeon #andrelax #doha #muscat #qatarairways #inspiresuccessinternational https://t.co/2nPoXCNY4F
2019-02-15 07:54:03,"Come for a walk-in interview with full length photographs &amp; your updated resume (Only for females). You may also send your resume &amp; pics to inflight.careers@spicejet.com For details, visit: https://t.co/0GTeigLKiW        #SpiceJet #Delhi https://t.co/A1HOa5dxpb"
2019-02-15 08:00:10,Ashwani Lohani Appointed Air India CMD #airindia  https://t.co/GWQKsHQjGr
2019-02-15 08:00:50,"Very sad to be saying farewell to Hobart, especially to all the great food and wine. Looking forward though to flying home on our favourite domestic airline! #hobart #tasmania #travel #travelblog #livingourbestlife #over50 #welltravelled #airline #virginaustralia @VirginAustralia https://t.co/aqNmDL9bBl"
2019-02-15 08:02:09,ICYMI: No Flight Bookings / Online Check-In While #AirAsia Upgrades System https://t.co/xzaQ9JVsYx
2019-02-15 08:10:57,Yet another great reason I don’t fly #Qantas anywhere ever https://t.co/BwmHt62rt8
2019-02-15 08:11:12,#NareshGoyal to lose control of #JetAirways as board clears resolution plan https://t.co/N7MJXSzoBo https://t.co/IDzEOrJoH1
2019-02-15 08:24:49,#MCopinion | The board of @JetAirways has approved a provisional restructuring plan by lenders to meet a funding gap of Rs 8500 crore (via @WritesRavi).  #JetAirways #AirTravel  https://t.co/Lo3oRKBHC4
2019-02-15 08:48:39,Great discussions on Global Growth at the Insider South West this morning @insiderswest #qatarairways #goingplacestogether https://t.co/AxX3oHEsTC
2019-02-15 08:48:45,#JetAirlines is grounding flights as the airline sinks deeper into debt.  #Indigo is cancelling flights as the airline's pilots have already clocked their annual flying limits.  Makes perfect sense for Indigo to hire pilots from Jet. #WinWin
2019-02-15 08:49:11,"Just arriving from Munich Photo: Eric Fortin  Aircraft: Boeing 767-3Z9ER Airport: Montreal Int'l (YUL/CYUL) Reg: D-ABUW LN: 759 NSN: 30331 Date: Sep.19.2004 Status: Active on Austrian Airlines as ""OE-LAZ"" Delivery: Mar.2003 Age: 19.6 years - #boeing #lufthansa #AvGeek #boeing767 https://t.co/ylCTlDWaL6"
2019-02-15 08:58:29,#BTVIExclusive Sources: National Infrastructure Investment Fund (NIIF) May Infuse Funds In #JetAirways  NIIF Likely To Pump In Rs 1500 Cr For 20% Stake In #JetAirways  #JetAirways Likely To Raise Rs 6000 Cr Via Rights Issue &amp; NIIF Investment https://t.co/jb0kDtpO6x
2019-02-15 08:58:47,Good Morning London #VS22 #VirginAtlantic #Airbus330 #views #travel #fridaymorningviews @VirginAtlantic https://t.co/KkSFMy803M
2019-02-15 09:03:11,Will it now be called SBI Airways? Just asking? #JetAirways
2019-02-15 09:04:35,"@AirAsia boarding zoning is good but could still be improved by having different queue line per zone, to avoid queue cutting by people from later zones #CustomerFeedback #airasia"
2019-02-15 09:07:58,Go go Fukuoka! Just one hour from Seoul to Japan!  #close #neighbours #korea #fukuoka #koreanairlines #koreanair #amazingcountry #amazing_shotz #journeys #onlyonehour @ Incheon… https://t.co/56iSQlotlD
2019-02-15 09:09:01,Highly irresponsible and unprofessional behaviour from #JetAirways.loaded passengers on faulty flight &amp; then changing aircraft after 60 minutes post boarding. No wonder why airline is sinking https://t.co/Uz45fgxb8C
2019-02-15 09:12:18,#IndiGo to fly in 100 expat pilots to curb shortage  https://t.co/e3ZHnfBWQn
2019-02-15 09:13:13,"Debt-laden #JetAirways plans to raise about $840 million (about Rs 6,000 crore) from a government fund and a rights issue, said a media report. https://t.co/xxKr1cijo5"
2019-02-15 09:17:43,Good night everyone! chrisbrownofficial #cbreezy #chrisbrown #teambreezy #indigo #indigoseason https://t.co/VjX51ueYE6
2019-02-15 09:22:25,"This week's newsletter includes articles on * #Lufthansa sues #passenger who didn't fly * Etihad's huge #airplane cancellation * Air Marshal problems * Keep PC out of the cockpit, @AlaskaAir * Tours to Scotland and France * Lots more https://t.co/rFKzAn0xLK"
2019-02-15 09:27:33,"Hello,  This Sunday 17th I'll exhibit at Hammersmith Vintage Fair.  Please come along and have a look at wonderful new stock from my latest trip to Japan! https://t.co/vCj5p4F3rL.  Hope to see you there 🙂   #design #LFW #indigo https://t.co/tyLvBAG5b8"
2019-02-15 09:33:51,Babye! #MONgala #hindikiTAIWAN #travel #airasia #philippines #taiwan #smiley @ Clark International Airport https://t.co/UK6MYZeEg0
2019-02-15 09:34:57,Singapore Airlines (SGX:C6L)  - CGS-CIMB Research 2019-02-15: Outlook For FY20F Has Improved On Cheaper Fuel.   #SIA #SingaporeAirlines #Scoot #Silkair https://t.co/aZ3IuzPOef via @SGinvestors
2019-02-15 09:36:11,Sunsetting on the eastern seaboard from up in the sky #virginaustralia #wifi #sunset #plane https://t.co/X3PeWDtHSo
2019-02-15 09:37:34,"Dear @airindiain ,  As per my booking your flight timing is 15:00 today. I'm still wandering about the status of my flight 91 628 Indore to Mumbai. Atleast maintain some professionalism related to your job.   #airindia #alwayslate #worstflightservice"
2019-02-15 09:39:28,FARE ALERT!! 🚨  ✈️ Manchester to New York DIRECT from only *£233pp* with Virgin Atlantic!!   Snap up this fare whilst you still can ➡️ https://t.co/Iph4ntTc3T   #NewYork #Farealert #Virginatlantic https://t.co/FS2pRkIFLi
2019-02-15 09:47:49,Earning 2 Qantas points per dollar spent at @munichbrauhaus 😍 ⠀  #MunichBrauhaus #Sydney #Australia #foodie #foodies #German #sausage #foodphotography #amex #AmexLife #amexplatinum #Qantas https://t.co/7DR05uElYv
2019-02-15 09:48:04,"#Beach or #Adventure?  Well, on #Mauritius, you can do both.  The real question is how quick can you get here? Fly with #AirMauritius - connecting flights to Air Mauritius are available from the US with partner carries. Your dream vacation awaits!"
2019-02-15 09:48:10,"#FlightDeal – Celebrate #Holi, the festival of colours by flying with #JetAirways to #Ahmedabad from £386, #Mumbai £402, #Delhi £404, #Kolkata £414 and #Jaipur £491. To find out more about this fantastic sale, call us on 0208 819 9853 (fares valid until 28th February’19). https://t.co/nefC4Nsfrt"
2019-02-15 09:50:25,"Fly with #JetAirways and enjoy priority check-in and get your baggage tagged with ‘Priority’ status by paying just Rs.449 for domestic sectors and Rs.649 for international sectors. For more information, call us on +91 124 416 3030 (offer valid until 28th February’19). https://t.co/UXM6sYNVpB"
2019-02-15 09:55:16,Ashwani Lohani takes charge as CMD of Air India. https://t.co/z2NQsQRRoM #AirIndia #AshwaniLohani
2019-02-15 09:55:17,"I was wined and dined at #Indigo at the #ArdingtonHotel last night. Impeccable #service &amp; buzzy #atmosphere. #Sharing dishes were perfection: #seafoodplatter, #steak and #chocolate #dessert for 2. So impressed. Highly recommend! #Worthing #Ardington #Hotel⁠ #foodwriter https://t.co/xdcFe18tsY"
2019-02-15 09:59:30,Super excited to be part of this! #inflightvr flying high with #Iberia #picointeractive  Excellent job team!! https://t.co/41G2ce5iiK
2019-02-15 10:01:13,#Airbus Special @ #ZurichAirport part 2 on YouTube by crosswind... https://t.co/JXO5Rt2nlT Music by : #4lienetic  #a7mbk #a320 #qataramiri #miabu #airbusA340 #4kai08  #airbusa340600 #fab2101  #a380 #singaporeairlines #marshaller   #planespotting #wef19  #WEFTRAFFIC #ZRH https://t.co/abKsOBifev
2019-02-15 10:04:44,Airasia always delayed. I mean ALWAYS. Be careful when using airasia guys.  #airasia  #flight
2019-02-15 10:05:35,A staff favourite.  The unisex Terry jacket in deep indigo with shiny solid copper trims.  #LeeCooper #LeecooperTCC #selvedge #rawdenim #indigo #denim #jeans #denimporn #selvedgedenim #raw #denimhunters #denimstyle #denimlovers #LondonIsInOurJeans https://t.co/isyVniRLwW
2019-02-15 10:08:04,@Qantas 717 (VH-YQS) climbing out of @SydneyAirport 😍 This thing takes off like a rocket!🚀 #helicopterspotting #r44 #sydney #takeoff #qantas #boeing717 @BoeingAustralia @BoeingUK https://t.co/OZTo26k0Yj
2019-02-15 10:08:51,Retired technocrat #AshwaniLohani took charge as the chairman and managing director (CMD) of #AirIndia today  @airindiain  https://t.co/XCwHVdH5um
2019-02-15 10:15:05,"SBI being largest stake holder, gets pilot seat as Mr Naresh Goyal looses the control #JetAirways Do they rename it as SBI Airlines ? 🤣, vintage private airline became public airways now...."
2019-02-15 10:16:07,Qantas uses virtual reality to prepare new Singapore lounge #Qantas  https://t.co/KwLTNVQ5YK
2019-02-15 10:28:38,#Lufthansa is suing a passenger for taking advantage of “hidden city” fares to save money.  https://t.co/AI9Pu0wj3g
2019-02-15 10:42:39,So very shortly we’ll board @Qantas non-stop #London to #Perth. That’s 17 hours ... I cannot say I’m looking forward to that but maybe #Qantas is full of surprises! https://t.co/yohNZ2WS3I
2019-02-15 10:45:38,"#JetAirways board has approved a proposal put forward by a consortium of banks, led by #SBI, to allow it to become the largest shareholder by converting a portion of the banks’ debt into equity. https://t.co/2ovNUgr3eM"
2019-02-15 10:46:00,"#JetAirways board has approved a proposal put forward by a consortium of banks, led by #SBI, to allow it to become the largest shareholder by converting a portion of the banks’ debt into equity. https://t.co/5CX4mjjXKO"
2019-02-15 10:58:08,"#Exclusive from @prince0879 | While admitting there was a 'slight mismatch' in availability of pilots that impacted its operations, @IndiGo6E's senior executive reiterated that its plans to add at least 20 captains a month going forward.  #GoIndigo #Indigo https://t.co/8MOnbMfmCz"
2019-02-15 11:00:32,EasyJet 7 Nights Flight+Hotel 4⭐️Beach Deals👉 {https://t.co/ouLsr6c1Lk} from London||#LONDONislovinit #england #wales #ireland #scotland #easyjet #7nights #flight #hotel #beachdeals #london https://t.co/mkJKSflTty
2019-02-15 11:03:00,Read what I think could happen if Flybe were taken over by Virgin   #virginatlantic #flybe #aviation #avgeek   https://t.co/mu0GWp2aUn https://t.co/BsFhl5P0rt
2019-02-15 11:15:10,EASYJET Flight+Hotel School Holidays Deals 2019👉 {https://t.co/DvAQkkFFeY} ||#easyjet #flight #hotel #schoolholidays #holidaydeals #england #ireland #wales #scotland #traveltuesday #beachthursday #londonislovinit #london https://t.co/mCh6cSktDD
2019-02-15 11:17:00,Here is some light relief for Friday (for the ones who need to fly places regularly):... https://t.co/goDm1KBMlo  #flying #airlines #britishairways #VirginAtlantic #coach #economy
2019-02-15 11:17:12,"@jetairways Thank You Jet Airways #9W116 Mumbai - London, for a Perfect Start of My Birthday Month. You Guys are the Best, Thank You so much Onboard Team for making it so much Special. I Love You Guys.  #JetAirways #9Wupdate #Yours9W #onCloud9W #JoyOfFlying https://t.co/UaTEboZPZ5"
2019-02-15 11:18:21,"#wowair Hi, I am traveling with hand-lagguage in a few days and would like to take crampons/spikes for the shoes with me. Could you let me know if this would pass through the security checks or could it be considered as weapon? Thank you in advance, Sarah"
2019-02-15 11:19:29,A trip around the Pacific Rim – Introduction #travel https://t.co/gBnQNdlmr4 #asia #california #cathaypacific #hongkong #jal
2019-02-15 11:22:02,Indigo: The Colour That Changed the World https://t.co/cCv5bouUvv #Indigo https://t.co/DgjBYkjPgY
2019-02-15 11:22:42,I had to wait for 45 minutes on the call to get this done. Its time to say adieu to #JetAirways !! 2/2
2019-02-15 11:22:42,"#JetAirways u suck BiG time. My direct booking from IDR to BLR got rescheduled without my consent. Further journey broke down into IDR to PNQ &amp; PNQ to BLR, and then 2nd leg of flight was cancelled. Now you have given me booking from IDR —&gt; PNQ —&gt; MAA —&gt; BLR. 1/2"
2019-02-15 11:29:38,"When a govt can go all guns blazing &amp; leaving no stone unturned to stop private owned  jet airlines go bust, Why was same not done in case of Kingfisher airlines. Why different approach to same situation where one airlines is going bust #Jetairways #JustSaying #JustSayingByChinu"
2019-02-15 11:31:27,@vinodjnathan @menakadoshi The devil is always in the detail. And who know what Naresh Goyal is doing and what Vijay Mallya could not do to get the same treatment as Goyal is getting. In this case they want to save jobs of employees and in kingfisher case they weren't concerned.. #Jetairways
2019-02-15 11:31:55,#Update : #Indigo denies report on cancellation of 130 #flights https://t.co/3homdtm1N5
2019-02-15 11:34:43,Kabal media did this during Kandhar #AirIndia #Hijack RT @KanchanGupta: Who will tell eyeball-hungry media in #India that broadcasting footage or printing photographs of mourning families and inconsolable widows and orphans is precisely what jihadists want? This is oxygen for ...
2019-02-15 11:36:13,IndiGo cancels around 130 flights for Friday. Check if your flight is cancelled #Indigo #flights https://t.co/EXdFycWioZ
2019-02-15 11:41:43,"Fly, baby...fly! 😀🇬🇧✈️🇫🇷 https://t.co/MPFO9suszv 🌍 #Travel #easyJet #Paris #France https://t.co/owKUH8MKnq"
2019-02-15 11:42:51,"#IndiGo has admitted there was a ""slight mismatch"" in the availability of pilots that had affected its operations. #AviationSector @IndiGo6E"
2019-02-15 11:43:24,"Go #Headlines: #PulwamaAttack : #CRPF death toll reaches 46; #Rajnath attends wreath-laying for jawans; Violent protests against Pulwama attack in #Jammu, curfew imposed in some areas; #Mass cancellation of #Indigo flights  For more https://t.co/oJGgt07shO https://t.co/XEgjFpKhKu"
2019-02-15 11:44:24,Jet Airways Founder Likely To Lose Hold Of Its Airlines #JETAIRWAYS @jetairways https://t.co/EwzkIWIaZW https://t.co/0JaKX2IHcS
2019-02-15 11:45:20,EASYJET Flight+Hotel #BankHoliday Deals 2019👉 {https://t.co/97Mihuz2hL} 19&amp;22April|6&amp;27May|26August||#easyjet #flight #hotel #london #londonislovinit #BankHolidayWeekend #bankholiday2019 #traveltuesday #beachthursday #england #ireland #scotland #wales https://t.co/Q9vAVDoZzS
2019-02-15 11:47:32,Superb ! . . In frame : @HasifJoe . Photo by : @DodiAlFayed97 . . #sony #sony6300 #potrait #streetphotography #lensculture #dailyphoto #streetdreamsmag #airasia #icp #culture… https://t.co/shygrmHHXt
2019-02-15 11:51:06,Retired technocrat Ashwani Lohani took charge as the chairman and managing director (CMD) of #AirIndia on Friday. https://t.co/JfVPA4FKqI
2019-02-15 11:53:39,Virgin Atlantic going daily to Tel Aviv #Virginatlantic #Heathrow #Telaviv #A330 https://t.co/rUX38Rpxjj https://t.co/oEz3vEvBdC
2019-02-15 11:55:02,The babies are crawling out &amp; banks being left with only the bath-water 😀  #JetAirways
2019-02-15 11:58:36,#AirAsia honours Indian superstar #Rajnikanth https://t.co/vhmQQNOxIW
2019-02-15 12:00:00,Passengers with a Premium Economy class ticket can take up to two 23kg pieces of luggage. #Lufthansa #PremiumEconomyClass https://t.co/1C8Hevq6im
2019-02-15 12:00:09,BOOK 7 NIGHTS FLIGHT+HOTEL DEALS FOR THE 72nd CANNES FILM FESTIVAL 2019👉 {https://t.co/DdF9BMbaWy} ||#cannes2019 #cannesfilmfestival #flight #hotel #cannes #london #england #ireland #wales #scotland #filmmakers #scriptwriters #directors #easyjet
2019-02-15 12:00:21,EASYJET Flight+Hotel 5⭐️ Luxury Beach Deals👉 {https://t.co/Za9gUsiWYL} ||#easyjet #flight #hotel #luxury #beachdeals #Londonislovinit #england #wales #ireland #scotland #traveltuesday #aff
2019-02-15 12:03:49,"#Alitalia: children cry, mum is going to buy.  #Alitalia #MEF #Newco #Badco #Delta #Easyjet #Bankitalia via @sole24ore https://t.co/xIZcpkwlja"
2019-02-15 12:05:40,"India: #IndiGo to continue to cancel 30 flights daily until 31 March, denies cancellation of 130 flights for 15 February"
2019-02-15 12:05:56,"Kamakura 100x81 cm oil painting, it’s taking a few weeks but I’m so proud!! #indigoworldcollection #guarch #kamakurajapan #kamakura #shinto #bcnartist #artsupport #indigo #culture #indigodye #ancestral #artwork #visualart #painting #paintingart #galleryart #artsales #canvas #art https://t.co/2mHLtG2I2C"
2019-02-15 12:06:30,"Shocking experience in Jet Airways flight 9W 403 to Kochi from Mumbai. Passengers made to sit 1 hour inside a plane parked in the hot sun, with Air-conditioning off. Truly explains their crisis ridden situation.. 👎👎 #JetAirways"
2019-02-15 12:08:01,#Burlingtons Get this amazing #BLOCK #PRINT #COTTON #SHIRT #INDIGO This item a casual yet elegant shirt contemporary in its nature can easily be worn for lounge cruise city corporate and even cocktail occasions. https://t.co/qhihf0JuO1 https://t.co/kBaRv5KkT4
2019-02-15 12:10:52,#Ashwini_Lohani is New CMD of #AirIndia https://t.co/zz2v8i2Kdb https://t.co/qs8VC1U9C2
2019-02-15 12:11:03,#Ashwini_Lohani is New CMD of #AirIndia https://t.co/4cu6AgW6S5 https://t.co/pXboUvuDvW
2019-02-15 12:11:10,#Ashwini_Lohani is New CMD of #AirIndia https://t.co/uD5mrRBGVB https://t.co/nUITTRho0E
2019-02-15 12:11:13,#Ashwini_Lohani is New CMD of #AirIndia https://t.co/EpLz0GLxst https://t.co/oXn3ll81dY
2019-02-15 12:12:40,"Finally in Japan!!! 😍😍😍 Been posting lots on IG Stories, sorry not sorry 🙈 It's so nice here ❤️ Thank you so much #japanairlines #flyJAL #getmorejapan (shot with the #fujifilmxt3) #Hokkaido https://t.co/XnxoQBnqKH"
2019-02-15 12:13:45,Food to help you battle jet lag. Who knew?!? . . . #airtravel #travel #jetlag #food #qantas #innovation #travelnews #australia #newzealand #adventure #travelling #blog #travelblog #airplanefood https://t.co/8tq2Bntgve
2019-02-15 12:16:36,Sunshine @adelaideairport @qantas Aviators 🕶🕶@wwa13 #qantas @ Adelaide Airport https://t.co/0pQNq7xMpx
2019-02-15 12:23:24,Pebble Enchanting duet of GREY &amp; BLUE #usdenim #usgroup #usapparel #magmaplus #magma+ #indigo #indigolovers #denimfades #denim #jean #fabric #fabricinnovations #innovation #fashion #fashionblogger #fashiondesigner #fashionworld #deepblue #grey #cast #deepblueingreycast #greycast https://t.co/9SHKNRFtny
2019-02-15 12:23:56,IndiGo denies cancellation of 130 flights today   #IndiGoFlightCancellations #IndiGo  @IndiGo6E  https://t.co/AdlfH9YTVH
2019-02-15 12:29:04,She danced she made a non magical friend she had fun they were best friends until the teachers caught her and she wasn’t allowed a friend at cackles who was non magical so she made her magical and it was a disaster #TWW #Indigo https://t.co/bxyqzZW4K2
2019-02-15 12:30:42,"Whichever colour you choose, this weekend bag &amp; washbag set is a must. Compliant with British Airways &amp; Easyjet, its time to ditch the old sports bag &amp; bring on the style. https://t.co/RQfaDQZCwN #WeekendBag #MensBag #BritishAirways #Easyjet https://t.co/ccgSki53xd"
2019-02-15 12:30:58,INDIGO CANCELS AROUND 130 FLIGHTS FOR FRIDAY https://t.co/gVZCuGhBom #MahindraXUV300 #RIPBraveHearts #CRPFJawans #PulwamaRevenge #standwithforces #PhulwamaTerrorAttack #CRPFKashmirAttack #IndiaSeeksJustice #Indigo @TruecolumnN @bankingvilla https://t.co/Uw08RYlbUN
2019-02-15 12:36:21,And rto is done for the first #airbus #a330 #a330neo for #airmauritius 😍😍😍😍@airmauritius https://t.co/1hnDUDBftV
2019-02-15 12:37:52,Congratulations on the 50th anniversary of the first flight of the jumbo jet. #ana #allnipponairways #itami #itamiairport  #boeing #whyilovethe747 https://t.co/qj2d036m0d
2019-02-15 12:38:53,„#Lufthansa: #Stop transporting Irish #greyhounds to China” - Please sign here https://t.co/F5sojaEVbl via @ChangeGER
2019-02-15 12:39:34,@BabubhaiVaghela @PMOIndia @DasShaktikanta @RBI while #Government is unsuccessfully trying to revive a sick #Airlines @airindiain. Don't understand the logic. Want to sell #AirIndia but invest in @jetairways What an idea sirji? #avgeek #Avgeeks @TheOfficialSBI
2019-02-15 13:06:53,@VirginAtlantic have just disembarked VS7 at London Heathrow almost 4 hours after it was due to take off due to broken fuel pipe. No info if/when we will be going to LA. Can you tell us more? #virgin #virginatlantic
2019-02-15 13:12:48,Vistara has the worst web checkin process in the industry @airvistara #Vistara
2019-02-15 13:13:00,Read what could happen in the impossible circumstances that easyJet and Ryanair were to merge   #easyjet #rayanair #aviation #avgeek #aviationlovers   https://t.co/rpa8T0Jom8 https://t.co/nbayzOii4G
2019-02-15 13:15:13,Package Holidays: Beach holidays+City breaks {https://t.co/Za9gUsiWYL } ||#easyjet #beachholidays #citybreaks #WanderlustWednesday #traveltuesday #beachthursday #london #england #wales #ireland #aff
2019-02-15 13:17:39,"Something tells that by suing a passenger for missing a flight, @lufthansa is going to learn about the Streisand effect the hard way! 😂 https://t.co/rJIcRxbb24 law vlawg is here! RT for full Streisand effect @PhillyD @LegalEagleDJ @skiplagged #skiplagged #lufthansa #skiplagged https://t.co/ELSxdgk9Ca"
2019-02-15 13:19:06,"Indigo to Cancel 30 Flights Daily Till March 31, Denies Cancellation of 130 Flights Today https://t.co/TKrz8jyO3l #Indigo #FlightCancellation #BudgetCarrier #CivilAviation"
2019-02-15 13:21:21,Now ready for flight https://t.co/ULGbtAkvFj #Airbus #A330neo #airmauritius @aibfamilyflight #avgeek
2019-02-15 13:23:13,"#Lufthansa sues a customer, meanwhile tickets for a family holiday booked two months early are now £500 cheaper the day before the flight, told no way to change tickets to make this savings, an unfair ticketing policy, this airline does not care about its customers. https://t.co/LUaNwTeAoW"
2019-02-15 13:24:44,"Been in the checkin line for an hour now and still here , wondering if we going to miss the flights , #qatarairways #heathrowt4"
2019-02-15 13:26:34,Flying home! @AudreyLam2019 and I enjoyed the #noodles and #dimsum at the @cathaypacific #Lounge at @ChangiAirport #Singapore #cathaypacific https://t.co/baQqNqv36P
2019-02-15 13:27:07,"#airindia My flight AI697 to Trivandrum due to fly at 18:25 is still grounded. Waiting since last 30’, apparently the copilot couldn’t turn up on time. This is the best example of unprofessionalism or rather one of your worst!!!. #waytogo"
2019-02-15 13:29:21,"Naresh Goyal to exit #JetAirways cockpit, as banks take control Founder Naresh Goyal, who owns 51 percent stake in the carrier may reduce his share to 25 percent, while Etihad’s share could come down to 15 percent from the current 24 percent. #avgeek https://t.co/FU6W7Vpwed"
2019-02-15 13:33:53,"#Lufthansa Shout out to the Lufthansa staff in Munich.  Our Air Canada flight to SJO via Toronto was weather delayed.  Lufthansa got us to SJO actually 2 hours before would have gotten there if there was no delay.  Really friendly, helpful and efficient. #costarica"
2019-02-15 13:35:24,Sunshine is bad weather for #easyjet and a reason for a flight to delay .#gatwickairport #Gatwick #passengers https://t.co/UtRdDHbPF7
2019-02-15 13:36:41,"It’s day 5 and Delta, Air France, and Jet Airways, still don’t have a clue as to where my baggage is. I cant comprehend how an oversized bag can magically disappear @jetairways @Delta @AirFranceUS #delta #AirFrance #JetAirways"
2019-02-15 13:42:20,Baggage stolen after checked-in. These airlines have no idea where my bag is! TERRIBLE!! HORRIBLE SERVICE! FIND MY BAGGAGE @jetairways @Delta @AirFranceUS #delta #AirFrance #JetAirways
2019-02-15 13:44:05,Management at these airlines aren’t doing anything to find my baggage!! TERRIBLE SERVICE! @jetairways @Delta @AirFranceUS #delta #AirFrance #JetAirways
2019-02-15 13:45:01,immersive #VR representation of the #design concept that gives #Qantas a better way to preview and fine-tune lounges and upgrade the cabins on the airline’s #A380 superjumbos.  #VirtualReality helps build dazzling Qantas #Singapore Lounge https://t.co/GjXV88sPfQ https://t.co/DzIlduUCTD
2019-02-15 13:54:13,"@jetairways just had a very terrible and intolerable experience on intl. 9W flight. They're serving some type of chem. market pack solvent juice and calling it ""fresh orange juice"". The liquid was prep'ed unhygienic plastic bottle and the precipitation of chem powder. #JetAirways"
2019-02-15 14:01:58,35 days &amp; counting @FearlessFlyer99 @easyjet #fearlessflyer #flying #plane #easyjet https://t.co/rR4uVqJk2P
2019-02-15 14:02:52,@jetairways Thank you for the compensation amount for the cancelled flight. #flight #jetairways #cancelled #Compensation
2019-02-15 14:06:15,@AirAsia @MemeologyOfcl Thanks to  #AirAsia  #Rajnikanth
2019-02-15 14:06:32,Why doesn't #Google have #pink or #indigo or #purple or #orange? I don't understand why they aren't inclusive of all colors.
2019-02-15 14:15:19,Brand your Toothbuckle a new patented product that stays with your customers wherever you may take them  @VirginAtlantic   https://t.co/L60oSnE0sv  #toothbrushes #oralcare #smile #virginatlantic #traveling #teeth #branding #toothbrushholder #love #tweet #airlines #flights https://t.co/pXuhIYY5ce
2019-02-15 14:16:06,#AirAsia Presented a limited edition ‘Kabali livery’ model aircraft to #Thalaivar #Rajinikanth at his residence https://t.co/dbLPRJ5eNd
2019-02-15 14:19:15,@jetairways . I want to correct a name for my booking . I sent emails reminders to info@jetairways.com. Getting no response. Whats happening? Will any one in jet listen to customer ?#jetairways #9Wupdate
2019-02-15 14:20:33,#AirAsia Honours #Thalaivar #Superstar #Rajnikanth   Check Out The Link  👉https://t.co/KHWhUC8Cra  @rajinikanth @AirAsia https://t.co/Aih0aTngDy
2019-02-15 14:20:41,#JetAirways should seriously review its current business model. It's neither a full-service carrier nor a low-cost carrier now. #JetBistro is terribly inconvenient for both crew and passengers. Either serve food to all or allow everyone to order from the menu as @IndiGo6E does!
2019-02-15 14:24:10,Lohani assumes charge of Air India #AshwaniLohani #assumes #charge #AirIndia #PradeepSinghKharola #AirIndiaCMD #RailwayBoard  https://t.co/TMukR1Zs4Q
2019-02-15 14:35:00,"While lenders will become the largest shareholders after the allotment of shares, distressed airline @JetAirways today said the #banks won't be its promoter, writes @prince0879.  #JetAirways #AirTravel   https://t.co/aIvYcNsIlB"
2019-02-15 14:39:51,#Lufthansa attack in justice !  He himself present not at embarquement  then a stop  a compensation of 2381 $ the difference between the price of his ticket and what would have cost a a flight direct .
2019-02-15 14:40:38,Indigos have come here to live from the Heart. Nothing can block you when you really feel who you are and what you want #indigo #indigoray
2019-02-15 14:41:12,"AirAsia India CEO presented a ""Aircraft model"" today at his residence.  #Thalaivar always believe that the sky is the beginning of the limit.    #airasia #Rajinikanth #Thalaivar #Kabali @AirAsia @airasiaind https://t.co/L9nSDAYkRC"
2019-02-15 14:46:00,India's #SpiceJet sees improving outlook despite #profit plunge: https://t.co/0cQ7jcJxCz #aeropsace
2019-02-15 14:50:54,. @AirAsia Airline Presented a limited edition ‘Kabali livery’ model aircraft to #Thalaivar @rajinikanth at his residence in Chennai Today🤘  #AirAsia India CEO #SunilBhaskaran said. 'AirAsia was honoured to have been part of #Kabali 😎  @theVcreations    https://t.co/oJC0rc1DoB
2019-02-15 14:51:36,"Scheduled cancellations of 30 flights daily to continue till March 31, says #IndiGo https://t.co/K52vyqfgFB"
2019-02-15 15:00:01,What a beautiful landscape!💕  #KoreanAir #Aurora #KE086  Credit: https://t.co/RlQBGEJ6I7 https://t.co/EmvyNCbVBZ
2019-02-15 15:01:05,$853* &amp; up -- Fly to Southeast Asia from Seattle on Luxe Airline (R/T) https://t.co/k1bgEsVuPb #sea #rep #cathaypacific https://t.co/viX3DFcmYF
2019-02-15 15:01:48,Now that’s amazing stuff! #Superstar #Rajinikanth #Airasia https://t.co/34ZjwHfWSV
2019-02-15 15:02:21,Etihad Airways! @etihadairways They will fly tomorrow as scheduled.  Please be on time.  Thanks.  #travelnews #etihadairways #election https://t.co/9mh1Am7l9N
2019-02-15 15:02:45,What a View!! Best seats ever. #GoAir buses are better. https://t.co/GWxmsKLqsb
2019-02-15 15:03:45,"Despite letting the airlines know that I’m pregnant and can’t be stressed out, they are now adding to my stress by placing the blame from one airline to the next &amp; not taking responsibility No one wants to help! @jetairways @Delta @AirFranceUS #Delta #AirFrance #JetAirways"
2019-02-15 15:04:39,"This is what we call as ""Star value"" The corporate world knows very well abt his influence &amp; WW popularity   That's y Big Brands like #airasia , #mahindra, #Honda etc r collaborating with #Rajinikanth films  Not a #localstar ... #SUPERSTAR 😎  #petta #PettaWorldWideBB #thalaivar https://t.co/M6u2viQfjJ"
2019-02-15 15:08:52,Flying with @qatarairways https://t.co/0IbceNaegj  #qatarairways https://t.co/pMr0v9P5zk
